ISBN,trove_id,title,author,issued,type,relevance_score,relevance_value,identifier_type,identifier_linktype,identifier_value,start_year,author_processed,type_processed,decade,corpus,recency_score,popularity_score
9781921228926,28898240.0,Five senses :  15 short stories with activities for lower secondary students /  Elli Housden,"Housden, Elli",2009-2013,"Book, Book/Illustrated",9.763036727905272,very relevant,,,,2009.0,"Housden, Elli",Book/Illustrated,2000.0,"9781921228926 Five senses :  15 short stories with activities for lower secondary students /  Elli Housden Housden, Elli Book/Illustrated",0.9806763285024155,0.13341273878674975
9789264265080,217429004.0,Innovating education and educating for innovation :  the power of digital technologies and skills,Organisation for Economic Co-operation and Development,2016,"Book, Book/Illustrated, Government publication",7.884276390075684,very relevant,url,restricted,https://dx.doi.org/10.1787/9789264265097-en,2016.0,Organisation for Economic Co-operation and Development,Book/Illustrated,2010.0,9789264265080 Innovating education and educating for innovation :  the power of digital technologies and skills Organisation for Economic Co-operation and Development Book/Illustrated,0.9891304347826086,0.06672546136563386
9781599822211,,,,,,,,,,,,Unknown,Unknown,,9781599822211,0.5,0.5
9781925487534,239199257.0,My Wellbeing Journal : High School / Lauren O'Brien,"O'Brien, Lauren,",2018,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,,2018.0,"O'Brien, Lauren,",Book/Illustrated,2010.0,"9781925487534 My Wellbeing Journal : High School / Lauren O'Brien O'Brien, Lauren, Book/Illustrated",0.9915458937198067,0.013986951517087351
9781488624001,37548299.0,Iitomo. Yoshie Burrows ... [et al.],"Burrows, Yoshie",2010-2019,"Book, Book/Illustrated",17.51885414123535,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-860502988-t,2010.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624001 Iitomo. Yoshie Burrows ... [et al.] Burrows, Yoshie Book/Illustrated",0.9818840579710145,0.4087082818402982
9781488624001,37548299.0,Iitomo. Yoshie Burrows ... [et al.],"Burrows, Yoshie",2010-2019,"Book, Book/Illustrated",17.51885414123535,very relevant,url,restricted,https://nla.gov.au/nla.obj-860502988,2010.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624001 Iitomo. Yoshie Burrows ... [et al.] Burrows, Yoshie Book/Illustrated",0.9818840579710145,0.4087082818402982
9781488624001,235217003.0,"iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke","Burrows, Yoshie",2018-2019,"Book, Book/Illustrated",9.610252380371094,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-860498688-t,2018.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624001 iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke Burrows, Yoshie Book/Illustrated",0.9915458937198067,0.1279896031347664
9781488624001,235217003.0,"iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke","Burrows, Yoshie",2018-2019,"Book, Book/Illustrated",9.610252380371094,very relevant,url,restricted,https://nla.gov.au/nla.obj-860498688,2018.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624001 iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke Burrows, Yoshie Book/Illustrated",0.9915458937198067,0.1279896031347664
9781488615061,159853590.0,"Pearson science. [authors, Rochelle Manners, Donna Chapman, George Walpole, Greg Linstead, Warrick Clarke, Jacinta Devlin, David Madden, Greg Rickard, Maggie Spenceley; literacy consultant, Kristina Love]","Manners, Rochelle",2011-2017,"Book/Illustrated, Book",14.306123733520508,very relevant,,,,2011.0,"Manners, Rochelle",Book/Illustrated,2010.0,"9781488615061 Pearson science. [authors, Rochelle Manners, Donna Chapman, George Walpole, Greg Linstead, Warrick Clarke, Jacinta Devlin, David Madden, Greg Rickard, Maggie Spenceley; literacy consultant, Kristina Love] Manners, Rochelle Book/Illustrated",0.9830917874396136,0.2946712545172486
9781488615061,218589605.0,"Pearson science A.B. 8 :  Australian curriculum /  authors : Greg Rickard, [and seven others]","Rickard, Greg",2016,"Book/Illustrated, Book",8.119243621826172,very relevant,,,,2016.0,"Rickard, Greg",Book/Illustrated,2010.0,"9781488615061 Pearson science A.B. 8 :  Australian curriculum /  authors : Greg Rickard, [and seven others] Rickard, Greg Book/Illustrated",0.9891304347826086,0.07506570820452454
9781488615061,224149092.0,"Pearson science 8 : Australian curriculum / coordinating author : Greg Rickard ; authors: Warrick Clarke, [and eleven others]","Rickard, Greg",2016,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,,2016.0,"Rickard, Greg",Book/Illustrated,2010.0,"9781488615061 Pearson science 8 : Australian curriculum / coordinating author : Greg Rickard ; authors: Warrick Clarke, [and eleven others] Rickard, Greg Book/Illustrated",0.9891304347826086,0.013986951517087351
9781488615061,229003637.0,Pearson science 8 : activity book : Australian curriculum,,2016,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,,2016.0,Unknown,Book/Illustrated,2010.0,9781488615061 Pearson science 8 : activity book : Australian curriculum Book/Illustrated,0.9891304347826086,0.013986951517087351
9780763676797,38635726.0,The golden day /  Ursula Dubosarsky,"Dubosarsky, Ursula,  1961-",2011-2015,"Book, Audio book, Book/Illustrated",16.600107192993164,very relevant,url,restricted,https://www.overdrive.com/search?q=EDF6C7E9-1DBB-40B0-885C-B67ED81B0D6A,2011.0,"Dubosarsky, Ursula, 1961-",Book/Illustrated,2010.0,"9780763676797 The golden day /  Ursula Dubosarsky Dubosarsky, Ursula, 1961- Book/Illustrated",0.9830917874396136,0.37609702675706064
9780060787325,19827771.0,"Collins Italian dictionary / [general editor, Michela Clari ; contributors, Daphne Day ... [et al.]]","Clari, Michela",2002-2006,"Book, Book/Illustrated",10.191031455993652,very relevant,url,restricted,http://openlibrary.org/books/OL3436959M,2002.0,"Clari, Michela",Book/Illustrated,2000.0,"9780060787325 Collins Italian dictionary / [general editor, Michela Clari ; contributors, Daphne Day ... [et al.]] Clari, Michela Book/Illustrated",0.9722222222222222,0.14860456639355213
9781458650498,198060697.0,"Focus on English :  a lanugage, literature and literacy course /  Rex Sadler, Sandra Sadler, Viv Winter","Sadler, R. K. (Rex Kevin)",2015-2016,"Book/Illustrated, Book",9.763036727905272,very relevant,,,,2015.0,"Sadler, R. K. (Rex Kevin)",Book/Illustrated,2010.0,"9781458650498 Focus on English :  a lanugage, literature and literacy course /  Rex Sadler, Sandra Sadler, Viv Winter Sadler, R. K. (Rex Kevin) Book/Illustrated",0.9879227053140096,0.13341273878674975
9781458650498,211391380.0,"Focus on English. a language, literature and literacy course / Rex Sadler, Sandra Sadler, Viv Winter","Sadler, R. K. (Rex Kevin)",2015-2017,"Book/Illustrated, Book",9.286694526672363,very relevant,,,,2015.0,"Sadler, R. K. (Rex Kevin)",Book/Illustrated,2010.0,"9781458650498 Focus on English. a language, literature and literacy course / Rex Sadler, Sandra Sadler, Viv Winter Sadler, R. K. (Rex Kevin) Book/Illustrated",0.9879227053140096,0.11650480014157845
9781488617492,230401955.0,Ecco! :  uno activity book /  Marisa Tarascio-Spiller ; Liana Trevisan,"Tarascio-Spiller, Marisa",2017-2018,"Book, Book/Illustrated",9.286694526672363,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-616726173-t,2017.0,"Tarascio-Spiller, Marisa",Book/Illustrated,2010.0,"9781488617492 Ecco! :  uno activity book /  Marisa Tarascio-Spiller ; Liana Trevisan Tarascio-Spiller, Marisa Book/Illustrated",0.9903381642512077,0.11650480014157845
9781488617492,230401955.0,Ecco! :  uno activity book /  Marisa Tarascio-Spiller ; Liana Trevisan,"Tarascio-Spiller, Marisa",2017-2018,"Book, Book/Illustrated",9.286694526672363,very relevant,url,restricted,https://nla.gov.au/nla.obj-616726173,2017.0,"Tarascio-Spiller, Marisa",Book/Illustrated,2010.0,"9781488617492 Ecco! :  uno activity book /  Marisa Tarascio-Spiller ; Liana Trevisan Tarascio-Spiller, Marisa Book/Illustrated",0.9903381642512077,0.11650480014157845
9781488617492,232664493.0,Ecco!. Liana Trevisan [and 4 others],"Trevisan, Liana",2018,"Book/Illustrated, Book",6.751034259796143,very relevant,,,,2018.0,"Trevisan, Liana",Book/Illustrated,2010.0,"9781488617492 Ecco!. Liana Trevisan [and 4 others] Trevisan, Liana Book/Illustrated",0.9915458937198067,0.026500622249351145
9781474459907,240054657.0,"Commemorative modernisms :  women writers, death and the First World War /  Alice Kelly","Kelly, Alice",2020,Book,6.3984904289245605,very relevant,,,,2020.0,"Kelly, Alice",Book,2020.0,"9781474459907 Commemorative modernisms :  women writers, death and the First World War /  Alice Kelly Kelly, Alice Book",0.9939613526570048,0.013986951517087351
9781474459907,242743265.0,"Commemorative modernisms : Women's writing, death and the first world war","KELLY, ALICE",2020,Book,6.004440307617188,very relevant,,,,2020.0,"KELLY, ALICE",Book,2020.0,"9781474459907 Commemorative modernisms : Women's writing, death and the first world war KELLY, ALICE Book",0.9939613526570048,0.0
9780730372776,239054570.0,"Jacaranda humanities alive 8 :  Victorian curriculum /  Robert Darlington, Judy Mraz, Graeme Smithies, Matthew Richardson, Benjamin Rood, Yasmine McCafferty, Simon Phelan, Cathy Bedson, Ashley Wood, Luke Jackson, Alistair Purser, Denise Miles, Allan Kerr, Isabella Webster, Anne Low","Darlington, Robert",2020,"Book/Illustrated, Book",9.114736557006836,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3337203441-t,2020.0,"Darlington, Robert",Book/Illustrated,2020.0,"9780730372776 Jacaranda humanities alive 8 :  Victorian curriculum /  Robert Darlington, Judy Mraz, Graeme Smithies, Matthew Richardson, Benjamin Rood, Yasmine McCafferty, Simon Phelan, Cathy Bedson, Ashley Wood, Luke Jackson, Alistair Purser, Denise Miles, Allan Kerr, Isabella Webster, Anne Low Darlington, Robert Book/Illustrated",0.9939613526570048,0.11040108984018662
9780730372776,239054570.0,"Jacaranda humanities alive 8 :  Victorian curriculum /  Robert Darlington, Judy Mraz, Graeme Smithies, Matthew Richardson, Benjamin Rood, Yasmine McCafferty, Simon Phelan, Cathy Bedson, Ashley Wood, Luke Jackson, Alistair Purser, Denise Miles, Allan Kerr, Isabella Webster, Anne Low","Darlington, Robert",2020,"Book/Illustrated, Book",9.114736557006836,very relevant,url,restricted,https://nla.gov.au/nla.obj-3337203441,2020.0,"Darlington, Robert",Book/Illustrated,2020.0,"9780730372776 Jacaranda humanities alive 8 :  Victorian curriculum /  Robert Darlington, Judy Mraz, Graeme Smithies, Matthew Richardson, Benjamin Rood, Yasmine McCafferty, Simon Phelan, Cathy Bedson, Ashley Wood, Luke Jackson, Alistair Purser, Denise Miles, Allan Kerr, Isabella Webster, Anne Low Darlington, Robert Book/Illustrated",0.9939613526570048,0.11040108984018662
9781599829234,228380065.0,The Catholic youth Bible : New Revised Standard Version. Catholic edition,,2017-2018,"Book, Book/Illustrated",6.004440307617188,very relevant,,,,2017.0,Unknown,Book/Illustrated,2010.0,9781599829234 The Catholic youth Bible : New Revised Standard Version. Catholic edition Book/Illustrated,0.9903381642512077,0.0
9780170417655,,,,,,,,,,,,Unknown,Unknown,,9780170417655,0.5,0.5
9782021030907,,,,,,,,,,,,Unknown,Unknown,,9782021030907,0.5,0.5
9780571056866,6709084.0,Lord of the flies /  William Golding,"Golding, William, 1911-1993",1900-2025,"Book, Audio book, Book/Illustrated, Book/Braille, Book/Large print",31.487228393554688,very relevant,url,restricted,http://openlibrary.org/books/OL8821262M,1900.0,"Golding, William, 1911-1993",Book/Illustrated,1900.0,"9780571056866 Lord of the flies /  William Golding Golding, William, 1911-1993 Book/Illustrated",0.8490338164251208,0.9045207759248334
9780571056866,249801073.0,Lord of the flies :  a novel /  William Golding ; with an introduction and notes by Ian Gregor and Mark Kinkead-Weekes,"Golding, William,  1911-",1959-1999,"Book, Book/Illustrated",9.286694526672363,very relevant,,,,1959.0,"Golding, William, 1911-",Book/Illustrated,1950.0,"9780571056866 Lord of the flies :  a novel /  William Golding ; with an introduction and notes by Ian Gregor and Mark Kinkead-Weekes Golding, William, 1911- Book/Illustrated",0.9202898550724637,0.11650480014157845
9780802797797,8668262.0,Mao's last dancer /  Li Cunxin,"Li, Cunxin,  1961-",1900-2020,"Book, Audio book, Book/Illustrated, Book/Large print, Sound",27.195024490356445,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-349292284-t,1900.0,"Li, Cunxin, 1961-",Book/Illustrated,1900.0,"9780802797797 Mao's last dancer /  Li Cunxin Li, Cunxin, 1961- Book/Illustrated",0.8490338164251208,0.7521674466166114
9780802797797,8668262.0,Mao's last dancer /  Li Cunxin,"Li, Cunxin,  1961-",1900-2020,"Book, Audio book, Book/Illustrated, Book/Large print, Sound",27.195024490356445,very relevant,url,restricted,https://nla.gov.au/nla.obj-349343820,1900.0,"Li, Cunxin, 1961-",Book/Illustrated,1900.0,"9780802797797 Mao's last dancer /  Li Cunxin Li, Cunxin, 1961- Book/Illustrated",0.8490338164251208,0.7521674466166114
9780730379195,210255483.0,Jacaranda geography alive. Victorian curriculum / Jill Price [and ten others],"Price, Jill",2016-2020,"Book, Book/Illustrated",9.451655387878418,very relevant,,,,2016.0,"Price, Jill",Book/Illustrated,2010.0,"9780730379195 Jacaranda geography alive. Victorian curriculum / Jill Price [and ten others] Price, Jill Book/Illustrated",0.9891304347826086,0.12236014554853061
9780763669881,158356880.0,The interrogation of Ashala Wolf /  Ambelin Kwaymullina,"Kwaymullina, Ambelin,  1975-",2012-2021,"Book, Audio book",17.1976318359375,very relevant,url,restricted,http://openlibrary.org/books/OL27161053M,2012.0,"Kwaymullina, Ambelin, 1975-",Audio Book,2010.0,"9780763669881 The interrogation of Ashala Wolf /  Ambelin Kwaymullina Kwaymullina, Ambelin, 1975- Audio Book",0.9842995169082126,0.3973063799819723
9780375842207,7520930.0,The book thief / Markus Zusak,"Zusak, Markus",2005-2024,"Book, Book/Illustrated, Audio book, Book/Large print, Book/Braille",26.59646987915039,very relevant,url,restricted,http://eds.wheelers.co,2005.0,"Zusak, Markus",Book/Illustrated,2000.0,"9780375842207 The book thief / Markus Zusak Zusak, Markus Book/Illustrated",0.9758454106280193,0.7309215342958847
9780730348559,229854238.0,"Jacaranda maths quest 9 /  Mark Barnes, Joanne Bradley, Lyn Elms, Robert Cahn ; contributing authors : Brendan Owen, Roger Blackman, Coral Connor, Catherine Hughes, Anita Cann, Elena Iampolsky, Irene Kiroff, Carol Patterson, Lee Roland, Robert Rowland, Nilgun Şafak, Douglas Scott, Robyn Williams","Barnes, Mark",2017-2018,"Book, Book/Illustrated",7.633111000061035,very relevant,,,,2017.0,"Barnes, Mark",Book/Illustrated,2010.0,"9780730348559 Jacaranda maths quest 9 /  Mark Barnes, Joanne Bradley, Lyn Elms, Robert Cahn ; contributing authors : Brendan Owen, Roger Blackman, Coral Connor, Catherine Hughes, Anita Cann, Elena Iampolsky, Irene Kiroff, Carol Patterson, Lee Roland, Robert Rowland, Nilgun Şafak, Douglas Scott, Robyn Williams Barnes, Mark Book/Illustrated",0.9903381642512077,0.057810255043022576
9780730348559,238891802.0,"Jacaranda maths quest 9 victorian curriculum (revised) learnon & print / Mark Barnes, Joanne Bradley, Lyn Elms, Robert Cahn (author) ; Brendan Owen, Roger Blackman, Coral Connor, Catherine Hughes Anita Cann, Elena Iampolsky, Irene Kiroff, Carol Patterson, Lee Roland, Robert Rowland, Nilgun Safak, Douglas Scott, Robyn William (author)",,2017,Book,6.004440307617188,very relevant,,,,2017.0,Unknown,Book,2010.0,"9780730348559 Jacaranda maths quest 9 victorian curriculum (revised) learnon & print / Mark Barnes, Joanne Bradley, Lyn Elms, Robert Cahn (author) ; Brendan Owen, Roger Blackman, Coral Connor, Catherine Hughes Anita Cann, Elena Iampolsky, Irene Kiroff, Carol Patterson, Lee Roland, Robert Rowland, Nilgun Safak, Douglas Scott, Robyn William (author) Book",0.9903381642512077,0.0
9781351715850,237148005.0,"Oral history, education, and justice :  possibilities and limitations for redress and reconciliation /  edited by Kristina R. Llewellyn and Nicholas Ng-A-Fook","Llewellyn, Kristina R.,  1976-",2020,Book,7.070510387420654,very relevant,url,restricted,https://www.taylorfrancis.com/books/9781315179278,2020.0,"Llewellyn, Kristina R., 1976-",Book,2020.0,"9781351715850 Oral history, education, and justice :  possibilities and limitations for redress and reconciliation /  edited by Kristina R. Llewellyn and Nicholas Ng-A-Fook Llewellyn, Kristina R., 1976- Book",0.9939613526570048,0.03784054289986474
9781877011313,16268193.0,How to blitz grade 1 theory /  by Samantha Coates,"Coates, Samantha",2001-2009,"Book/Illustrated, Book",9.114736557006836,very relevant,,,,2001.0,"Coates, Samantha",Book/Illustrated,2000.0,"9781877011313 How to blitz grade 1 theory /  by Samantha Coates Coates, Samantha Book/Illustrated",0.9710144927536232,0.11040108984018662
9781876739485,35079146.0,"Ni hao 2 : Chinese language course, elementary level. by Shumang Fredlein, Paul Fredlein","Fredlein, Shumang",1993-2017,"Book, Book/Illustrated",9.286694526672363,very relevant,,,,1993.0,"Fredlein, Shumang",Book/Illustrated,1990.0,"9781876739485 Ni hao 2 : Chinese language course, elementary level. by Shumang Fredlein, Paul Fredlein Fredlein, Shumang Book/Illustrated",0.961352657004831,0.11650480014157845
9780730348597,7501049.0,"Science quest. Graeme Lofts, Merrin J. Evergreen","Lofts, Graeme",1996-2021,"Book, Book/Illustrated, Book/Braille",21.20689582824707,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3340424253-t,1996.0,"Lofts, Graeme",Book/Illustrated,1990.0,"9780730348597 Science quest. Graeme Lofts, Merrin J. Evergreen Lofts, Graeme Book/Illustrated",0.964975845410628,0.5396166548616895
9780730348597,7501049.0,"Science quest. Graeme Lofts, Merrin J. Evergreen","Lofts, Graeme",1996-2021,"Book, Book/Illustrated, Book/Braille",21.20689582824707,very relevant,url,restricted,https://nla.gov.au/nla.obj-3340424320,1996.0,"Lofts, Graeme",Book/Illustrated,1990.0,"9780730348597 Science quest. Graeme Lofts, Merrin J. Evergreen Lofts, Graeme Book/Illustrated",0.964975845410628,0.5396166548616895
9780730348597,229433969.0,"Jacaranda science quest 8 : Victorian curriculum / Graeme Lofts, Merrin J. Evergreen and contributing author [six others]","Lofts, Graeme",2018,"Book/Illustrated, Book",7.633111000061035,very relevant,,,,2018.0,"Lofts, Graeme",Book/Illustrated,2010.0,"9780730348597 Jacaranda science quest 8 : Victorian curriculum / Graeme Lofts, Merrin J. Evergreen and contributing author [six others] Lofts, Graeme Book/Illustrated",0.9915458937198067,0.057810255043022576
9780990552918,,,,,,,,,,,,Unknown,Unknown,,9780990552918,0.5,0.5
9780070162075,21621191.0,A history of ancient Greece /  Nancy Demand,"Demand, Nancy H",1996,"Book, Book/Illustrated",7.633111000061035,very relevant,url,restricted,http://www.loc.gov/catdir/toc/mh022/95042782.html,1996.0,"Demand, Nancy H",Book/Illustrated,1990.0,"9780070162075 A history of ancient Greece /  Nancy Demand Demand, Nancy H Book/Illustrated",0.964975845410628,0.057810255043022576
9780170122696,8492762.0,"Wo de mu yu :  My mother tongue /  Wei Ha, Jixing Xu ; Shaorong Baggio, series editor ; James Wu, photography","Ha, Wei",2005-2006,"Book, Book/Illustrated",8.548882484436035,very relevant,url,restricted,http://openlibrary.org/books/OL25560967M,2005.0,"Ha, Wei",Book/Illustrated,2000.0,"9780170122696 Wo de mu yu :  My mother tongue /  Wei Ha, Jixing Xu ; Shaorong Baggio, series editor ; James Wu, photography Ha, Wei Book/Illustrated",0.9758454106280193,0.09031589496057234
9781583335239,163316369.0,Garbology :  our dirty love affair with trash /  Edward Humes,"Humes, Edward",2012-2016,"Book, Book/Illustrated, Audio book",10.053027153015137,very relevant,url,restricted,https://www.hoopladigital.com/title/11668644,2012.0,"Humes, Edward",Book/Illustrated,2010.0,"9781583335239 Garbology :  our dirty love affair with trash /  Edward Humes Humes, Edward Book/Illustrated",0.9842995169082126,0.14370605376651435
9781108772853,209427727.0,"Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer","Greenwood, David Michael, 1970-",2016-2024,"Book/Illustrated, Book",10.703790664672852,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2899714736-t,2016.0,"Greenwood, David Michael, 1970-",Book/Illustrated,2010.0,"9781108772853 Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer Greenwood, David Michael, 1970- Book/Illustrated",0.9891304347826086,0.16680513988390183
9781108772853,209427727.0,"Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer","Greenwood, David Michael, 1970-",2016-2024,"Book/Illustrated, Book",10.703790664672852,very relevant,url,restricted,https://nla.gov.au/nla.obj-2899714736,2016.0,"Greenwood, David Michael, 1970-",Book/Illustrated,2010.0,"9781108772853 Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer Greenwood, David Michael, 1970- Book/Illustrated",0.9891304347826086,0.16680513988390183
9781108772853,238730313.0,"Essential Mathematics for the Victorian Curriculum Year 9 /  Authors, David Greenwood [and 5 others]","Greenwood, David Michael,  1970-",2019,"Book/Illustrated, Book",7.070510387420654,very relevant,,,,2019.0,"Greenwood, David Michael, 1970-",Book/Illustrated,2010.0,"9781108772853 Essential Mathematics for the Victorian Curriculum Year 9 /  Authors, David Greenwood [and 5 others] Greenwood, David Michael, 1970- Book/Illustrated",0.9927536231884058,0.03784054289986474
9781108772853,237878103.0,"Essential Mathematics for the Victorian Curriculum Year 9 / Authors, David Greenwood [and 5 others]","Greenwood, David Michael, 1970-",2019,"Book/Illustrated, Book",6.751034259796143,very relevant,,,,2019.0,"Greenwood, David Michael, 1970-",Book/Illustrated,2010.0,"9781108772853 Essential Mathematics for the Victorian Curriculum Year 9 / Authors, David Greenwood [and 5 others] Greenwood, David Michael, 1970- Book/Illustrated",0.9927536231884058,0.026500622249351145
9781108772853,260159239.0,"Essential Mathematics for the Victorian Curriculum Year 9 /  Authors, David Greenwood [and 5 others]","Greenwood, David",2019,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,,2019.0,"Greenwood, David",Book/Illustrated,2010.0,"9781108772853 Essential Mathematics for the Victorian Curriculum Year 9 /  Authors, David Greenwood [and 5 others] Greenwood, David Book/Illustrated",0.9927536231884058,0.013986951517087351
9781108772853,235592962.0,Essential Mathematics for the Victorian Curriculum Year 9 Second Edition : print bundle (textbook and hotmaths) / Cambridge University Press,,2019,Book,6.004440307617188,very relevant,,,,2019.0,Unknown,Book,2010.0,9781108772853 Essential Mathematics for the Victorian Curriculum Year 9 Second Edition : print bundle (textbook and hotmaths) / Cambridge University Press Book,0.9927536231884058,0.0
9781488657139,235217003.0,"iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke","Burrows, Yoshie",2018-2019,"Book, Book/Illustrated",9.610252380371094,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-860498688-t,2018.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488657139 iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke Burrows, Yoshie Book/Illustrated",0.9915458937198067,0.1279896031347664
9781488657139,235217003.0,"iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke","Burrows, Yoshie",2018-2019,"Book, Book/Illustrated",9.610252380371094,very relevant,url,restricted,https://nla.gov.au/nla.obj-860498688,2018.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488657139 iiTomo 2 Activity Book /  Yoshie Burrows, Mami Izuishi, Yōko Nishimura-Parke Burrows, Yoshie Book/Illustrated",0.9915458937198067,0.1279896031347664
9781488610400,38423031.0,"Pearson English. Leanne Matheson, Mark Stracey","Matheson, Leanne",2010-2015,"Book, Book/Illustrated",13.650435447692873,very relevant,,,,2010.0,"Matheson, Leanne",Book/Illustrated,2010.0,"9781488610400 Pearson English. Leanne Matheson, Mark Stracey Matheson, Leanne Book/Illustrated",0.9818840579710145,0.271397361760242
9780521719117,8355421.0,Essential English skills : a multi-level approach / Alison Rucco,"Rucco, Alison",2005-2008,"Book, Book/Illustrated",13.787302017211914,very relevant,,,,2005.0,"Rucco, Alison",Book/Illustrated,2000.0,"9780521719117 Essential English skills : a multi-level approach / Alison Rucco Rucco, Alison Book/Illustrated",0.9758454106280193,0.27625549012680994
9780521719117,228533450.0,Essential English skills : a multi-level approach : Year 8 / Alison Rucco and Sonya Stoneman,"Rucco, Alison",2007-2009,"Book, Book/Illustrated",6.3984904289245605,very relevant,,,,2007.0,"Rucco, Alison",Book/Illustrated,2000.0,"9780521719117 Essential English skills : a multi-level approach : Year 8 / Alison Rucco and Sonya Stoneman Rucco, Alison Book/Illustrated",0.9782608695652174,0.013986951517087351
9780099572862,8424114.0,The boy in the striped pyjamas : a fable / by John Boyne,"Boyne, John,  1971-",1900-2024,"Book, Audio book, Book/Illustrated, Book/Large print, Book/Braille",25.46735000610352,very relevant,url,thumbnail,http://thecollectingbug.com/tor-photos/cards/rusivictoria/26740/p_103755_sma.jpg,1900.0,"Boyne, John, 1971-",Book/Illustrated,1900.0,"9780099572862 The boy in the striped pyjamas : a fable / by John Boyne Boyne, John, 1971- Book/Illustrated",0.8490338164251208,0.6908430161903988
9780099572862,8424114.0,The boy in the striped pyjamas : a fable / by John Boyne,"Boyne, John,  1971-",1900-2024,"Book, Audio book, Book/Illustrated, Book/Large print, Book/Braille",25.46735000610352,very relevant,url,restricted,http://openlibrary.org/books/OL37811785M,1900.0,"Boyne, John, 1971-",Book/Illustrated,1900.0,"9780099572862 The boy in the striped pyjamas : a fable / by John Boyne Boyne, John, 1971- Book/Illustrated",0.8490338164251208,0.6908430161903988
9781107615496,2934264.0,Macbeth / William Shakespeare,"Shakespeare, William, 1564-1616",1869-2021,"Book, Audio book, Book/Illustrated, Book/Braille, Book/Large print",21.08056259155273,very relevant,url,restricted,http://openlibrary.org/books/OL8756671M,1869.0,"Shakespeare, William, 1564-1616",Book/Illustrated,1860.0,"9781107615496 Macbeth / William Shakespeare Shakespeare, William, 1564-1616 Book/Illustrated",0.8115942028985508,0.5351324109518593
9781107615496,37604488.0,Macbeth /  edited by Linzy Brady and David James,"Shakespeare, William,  1564-1616",1755-2016,"Book, Book/Illustrated",10.58095645904541,very relevant,url,restricted,http://openlibrary.org/books/OL25922468M,1755.0,"Shakespeare, William, 1564-1616",Book/Illustrated,1750.0,"9781107615496 Macbeth /  edited by Linzy Brady and David James Shakespeare, William, 1564-1616 Book/Illustrated",0.6739130434782609,0.16244509534679888
9780241952443,5529799.0,The diary of a young girl /  Anne Frank ; edited by Otto H. Frank and Mirjam Pressler ; translated by Susan Massotty,"Frank, Anne, 1929-1945",1900-2024,"Book, Book/Illustrated, Audio book, Book/Braille, Book/Large print",34.1771354675293,very relevant,url,restricted,http://openlibrary.org/books/OL7830222M,1900.0,"Frank, Anne, 1929-1945",Book/Illustrated,1900.0,"9780241952443 The diary of a young girl /  Anne Frank ; edited by Otto H. Frank and Mirjam Pressler ; translated by Susan Massotty Frank, Anne, 1929-1945 Book/Illustrated",0.8490338164251208,1.0
9780241952443,260565367.0,The diary of a young girl :  the definitive edition /  Anne Frank ; edited by Otto H. Frank and Mirjam Pressler ; translated by Susan Massotty,"Frank, Anne,  1929-1945",1995-2008,"Book/Illustrated, Book, Book/Large print",8.548882484436035,very relevant,,,,1995.0,"Frank, Anne, 1929-1945",Book/Illustrated,1990.0,"9780241952443 The diary of a young girl :  the definitive edition /  Anne Frank ; edited by Otto H. Frank and Mirjam Pressler ; translated by Susan Massotty Frank, Anne, 1929-1945 Book/Illustrated",0.9637681159420289,0.09031589496057234
