ISBN,trove_id,title,author,issued,type,relevance_score,relevance_value,identifier_type,identifier_linktype,identifier_value
9789810730727,196812794,Pr1me mathematics,Scholastic Inc,2014,"Book/Illustrated, Book",12.066633224487305,very relevant,,,
9789810730727,236385914,PR1ME mathematics. 5A practice Book,,2014,"Book/Illustrated, Book",6.0044403076171875,very relevant,,,
9789810733001,196812794,Pr1me mathematics,Scholastic Inc,2014,"Book/Illustrated, Book",12.066633224487305,very relevant,,,
9789810733001,236384543,PR1ME mathematics. 5B coursebook,,2014,"Book/Illustrated, Book",6.0044403076171875,very relevant,,,
9781488621284,232513473,Australian Signpost Maths NSW 5 Teacher's Book,"McSeveny, Alan",1900-2018,"Book, Book/Illustrated",12.590726852416992,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-664432647-t
9781488621284,232513473,Australian Signpost Maths NSW 5 Teacher's Book,"McSeveny, Alan",1900-2018,"Book, Book/Illustrated",12.590726852416992,very relevant,url,restricted,https://nla.gov.au/nla.obj-664434818
9781488621284,230459040,"Australian signpost maths :  NSW mentals /  Alan McSeveny, Diane McSeveny-Foster, Rachel McSeveny","McSeveny, Alan",2018,"Book/Illustrated, Book",10.191031455993652,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-664431553-t
9781488621284,230459040,"Australian signpost maths :  NSW mentals /  Alan McSeveny, Diane McSeveny-Foster, Rachel McSeveny","McSeveny, Alan",2018,"Book/Illustrated, Book",10.191031455993652,very relevant,url,restricted,https://nla.gov.au/nla.obj-664432378
9781488621291,232513473,Australian Signpost Maths NSW 5 Teacher's Book,"McSeveny, Alan",1900-2018,"Book, Book/Illustrated",12.590726852416992,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-664432647-t
9781488621291,232513473,Australian Signpost Maths NSW 5 Teacher's Book,"McSeveny, Alan",1900-2018,"Book, Book/Illustrated",12.590726852416992,very relevant,url,restricted,https://nla.gov.au/nla.obj-664434818
9780760963647,,,,,,,,,,
9780076044863,7832177,"Spelling mastery / Robert Dixon, Siegfried Engelmann, Mary Meier Bauer","Dixon, Robert, 1947-",1990-2007,"Book/Illustrated, Book",8.340190887451172,very relevant,,,
9780076044863,191703498,Spelling mastery. Level F. Workbook,"Dixon, Robert",2007,Book,6.3984904289245605,very relevant,,,
9780980790535,192634762,my JEMMdata : student workbook / Rhonda Farkota,"Farkota, Rhonda",2014,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,
9781743305775,34095895,Strategies to achieve reading success,"Adcock, Deborah",2000-2013,"Book, Book/Illustrated",12.33508586883545,very relevant,,,
9781486008070,191861746,Pooling resources / by Pamela Rushby ; illustrated by Gregory Roberts,"Rushby, Pamela",2014,"Book/Illustrated, Book",7.070510387420654,very relevant,,,
9781741401738,8109733,Rigby blue prints,"Leigh, Trish",2007-2010,"Book/Illustrated, Book",9.91048812866211,very relevant,,,
9781741401738,201223177,Maria's journey / by Susie Brown ; illustrated by Margaret Power,"Brown, Susie",2008,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,
9780175117888,,,,,,,,,,
9780160462702,6096081,"U.S. military operations in Somalia : hearings before the Committee on Armed Services, United States Senate, One Hundred Third Congress, second session, May 12, 21, 1994",United States. Congress. Senate. Committee on Armed Services,1994,"Book/Illustrated, Book, Government publication, Microform",6.751034259796143,very relevant,url,restricted,http://hdl.loc.gov/loc.law/llconghear.00100394807
9781741250930,17911947,"Victorian targeting handwriting /  Tricia Dearborn, Jo Ryan, Stephen Michael King","Dearborn, Tricia",2004,"Book, Book/Illustrated",8.119243621826172,very relevant,,,
9781741250930,189779979,Targeting handwriting. : Victorian modern cursive / by Jane Pinsker and Jo Ryan ; illustrated by Stephen Michael King,"Pinsker, Jane",2003-2004,"Book/Illustrated, Book",8.119243621826172,very relevant,,,
9780765385567,223218937,Ban this book /  Alan Gratz,"Gratz, Alan",2017-2021,"Book, Audio book",15.701631546020508,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2916509993-t
9780765385567,223218937,Ban this book /  Alan Gratz,"Gratz, Alan",2017-2021,"Book, Audio book",15.701631546020508,very relevant,url,restricted,https://nla.gov.au/nla.obj-2916509993
9780765385567,228368548,Ban this book :  a novel /  Alan Gratz,"Gratz, Alan,  1972-",2017,Book,9.451655387878418,very relevant,,,
9780425287774,192897687,Ugly /  Robert Hoge,"Hoge, Robert,  1972-",1900-2022,"Book, Book/Illustrated, Audio book",14.306123733520508,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-1020791263-t
9780425287774,192897687,Ugly /  Robert Hoge,"Hoge, Robert,  1972-",1900-2022,"Book, Book/Illustrated, Audio book",14.306123733520508,very relevant,url,restricted,https://nla.gov.au/nla.obj-1020791263
9781925487343,192634631,Grammar conventions :  national grammar and language activities /  Lauren O'Brien and John Walters,"O'Brien, Lauren",2010-2023,"Book/Illustrated, Book",12.506843566894531,very relevant,url,unknown,https://find.library.unisa.edu.au/discovery/fulldisplay/alma9916564785001831/61USOUTHAUS_INST:UNISA
9780190312602,36375679,"Handwriting for New South Wales / Lesley Ljungdahl, Paul March","Ljungdahl, Lesley",2009-2019,"Book/Illustrated, Book",9.763036727905273,very relevant,,,
9780190312602,37948969,Handwriting for New South Wales. Deborah Davis,"Williams, Maree.",2010-2019,"Book/Illustrated, Book",9.610252380371094,very relevant,,,
9780307279187,31959880,"Born to run :  a hidden tribe, superathletes, and the greatest race the world has never seen /  Christopher McDougall","McDougall, Christopher,  1962-",2009-2011,"Book, Audio book",12.754751205444336,very relevant,url,restricted,http://listenalaska.lib.overdrive.com/ContentDetails.htm?ID=35CB4E80-99D1-4A06-B182-0B64045F5706
9780307279187,233517167,Born to run : A,,,Book,6.3984904289245605,very relevant,,,
9780307279187,182001349,Tian sheng jiu hui pao = Born to run / [Mei] Kelisituofu Maikeduge'er zhu ; Yan Dongdong yi,"McDougall, Christopher",2009-2012,"Book, Book/Illustrated",6.0044403076171875,very relevant,,,
9780190322847,215602592,"Maths plus. mentals and homework book : New South Wales syllabus / Harry O'Brien, Greg Purcell","O'Brien, Harry",2016-2023,"Book/Illustrated, Book",10.703790664672852,very relevant,,,
9780190323226,172092197,Oxford grammar : year 2 / Andrew Woods,"Woods, Andrew J",2012-2020,"Book, Book/Illustrated",13.921150207519531,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2975442768-t
9780190323226,172092197,Oxford grammar : year 2 / Andrew Woods,"Woods, Andrew J",2012-2020,"Book, Book/Illustrated",13.921150207519531,very relevant,url,restricted,https://nla.gov.au/nla.obj-2975442768
9780190323226,246305176,Oxford grammar : 6 / Andrew Woods,"Woods, Andrew",2020,"Book/Illustrated, Book",6.0044403076171875,very relevant,,,
9781876772536,28426101,Music craft for cool cats. Deana Dodds ; illustrated by Jock Macneish,"Dodds, Deana",2007-2008,"Book/Illustrated, Book",8.746767044067383,very relevant,,,
9781876772536,251366509,Music Theory for Cool Cats Preliminary Book B,"Dodds, Deana",2008,Book,6.0044403076171875,very relevant,,,
9781922116765,197509736,English skills practice,,2014-2016,"Book/Illustrated, Book",7.884276390075684,very relevant,,,
9781922116765,193331489,English skills practice,,2014,Book,6.3984904289245605,very relevant,,,
9781922116765,193927777,English skills practice,,2014,Book,6.0044403076171875,very relevant,,,
9781920962395,161929744,New wave mental maths /  Eddy Krajcar,"Krajcar, Eddy",1999-2018,"Book, Book/Illustrated",15.39225959777832,very relevant,url,unknown,https://find.library.unisa.edu.au/discovery/fulldisplay/alma9916459908801831/61USOUTHAUS_INST:UNISA
9781741753349,25560273,Mahtab's story / Libby Gleeson,"Gleeson, Libby, 1950-",2008-2010,"Book, Audio book",18.050540924072266,very relevant,url,restricted,https://www.overdrive.com/search?q=5526E2F6-1E83-43CC-A2DD-BF0FEBE9F6F0
9780725334659,9530380,New improved modern cursive handwriting /  Gail and Paul Nightingale,"Nightingale, Gail",2004,"Book/Illustrated, Book",9.763036727905273,very relevant,,,
9780078024290,7594141,"Hole's human anatomy & physiology /  David Shier, Jackie Butler, Ricki Lewis","Shier, David",1996-2019,"Book, Book/Illustrated",12.066633224487305,very relevant,url,restricted,http://openlibrary.org/books/OL18241448M
9781921454028,38044936,"Basic skills :  practice & tests, language conventions year 5 /  Jenny Barwick","Barwick, Jenny",2008,"Book, Book/Illustrated",8.340190887451172,very relevant,,,
9781921454028,234875464,Language conventions. / Jenny Barwick,"Barwick, Jennifer",2008,"Book/Illustrated, Book",6.751034259796143,very relevant,,,
9780143304852,36992700,Thai-riffic! /  Oliver Phommavanh,"Phommavanh, Oliver,  1983-",2010-2022,"Audio book, Book, Book/Illustrated",15.8017578125,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-349543133-t
9780143304852,36992700,Thai-riffic! /  Oliver Phommavanh,"Phommavanh, Oliver,  1983-",2010-2022,"Audio book, Book, Book/Illustrated",15.8017578125,very relevant,url,restricted,https://nla.gov.au/nla.obj-349543133
9781108772631,235592959,Essential Mathematics for the Victorian Curriculum Year 7 Second Edition : digital bundle (with hotmaths) / Cambridge University Press,,2019,Book,6.0044403076171875,very relevant,,,
9780198611868,7017877,The Oxford English dictionary,"Simpson, J. A. (John Andrew.)",1900-2025,"Book, Periodical, Periodical/Journal, magazine, other",28.8808650970459,very relevant,url,thumbnail,http://fdslive.oup.com/www.oup.com/academic/images/onlineproducts/OED2_web.jpg
9780198611868,7017877,The Oxford English dictionary,"Simpson, J. A. (John Andrew.)",1900-2025,"Book, Periodical, Periodical/Journal, magazine, other",28.8808650970459,very relevant,url,restricted,http://openlibrary.org/books/OL18318791M
9780198611868,240105536,Oxford dictionary of English :  in 20 volumes,,2004,Book,6.3984904289245605,very relevant,,,
9781741353419,200331411,Think mentals. Maths strategies and practice / Chris Linthorne ; Sandra Williams ; Peter Williams,"Linthorne, Chris",2015-2018,"Book/Illustrated, Book",9.114736557006836,very relevant,,,
9781741353419,193611756,Think Mentals Student Book 6 : Maths Strategies and Practice,"Linthorne, Chris",2015-2019,"Book/Illustrated, Book",8.548882484436035,very relevant,,,
9780147516015,192471807,Full cicada moon /  Marilyn Hilton,"Hilton, Marilyn",2015-2019,"Book, Audio book",7.633111000061035,very relevant,url,restricted,http://api.overdrive.com/v1/collections/v1L2BMAAAAM0GAAA19/products/58621e7a-2f2e-4646-821a-0c715c596569
9780732290221,38589478,Nanberry :  black brother white /  Jackie French,"French, Jackie",2011-2022,"Book, Audio book, Book/Braille, Conference Proceedings",19.792308807373047,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-601369486-t
9780732290221,38589478,Nanberry :  black brother white /  Jackie French,"French, Jackie",2011-2022,"Book, Audio book, Book/Braille, Conference Proceedings",19.792308807373047,very relevant,url,restricted,http://www.contentreserve.com/TitleInfo.asp?ID={B7BA54E4-9AAE-4393-809E-6E1917937353}&Format=410
9781486009831,184860251,Pearson illustrated maths dictionary /  Judith de Klerk ; Amanda Marasco,"De Klerk, Judith",1900-2020,"Book, Book/Illustrated",12.590726852416992,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2127279697-t
9781486009831,184860251,Pearson illustrated maths dictionary /  Judith de Klerk ; Amanda Marasco,"De Klerk, Judith",1900-2020,"Book, Book/Illustrated",12.590726852416992,very relevant,url,restricted,https://nla.gov.au/nla.obj-2127279697
9789620435959,230134941,Chinese made easy 2 : for kids = CME-K = Qing song xue Han yu : shao er ban / Yamin Ma,"Ma, Yamin",2014,"Book/Illustrated, Book",7.070510387420654,very relevant,,,
9789620435959,234644575,Chinese made easy for kids vol.2 - workbook,"Ma, Yamin",2018,Book,7.070510387420654,very relevant,,,
9781925487268,235529055,Enhancement maths. building stronger mathematics skills / John Barwick,"Barwick, John",2017,"Book/Illustrated, Book",9.114736557006836,very relevant,,,
9780733965883,7577007,"New signpost maths. Alan McSeveny, Alan Parker, Robert Collard","McSeveny, Alan",2004-2011,"Book, Book/Illustrated",10.823433876037598,very relevant,,,
9780195508697,8406014,Grade 6 mathematics. Peter Sullivan & Pat Lilburn ; in consultation with Otto Anduari & Steven Tandale,"Sullivan, Peter, 1948-",2003,"Book/Illustrated, Book",6.751034259796143,very relevant,,,
9781488621314,230458930,"Australian Signpost Maths :  NSW /  Alan McSeveny, Diane McSeveny-Foster, Erika Johnson, Alan Parker, Rachel McSeveny","McSeveny, Alan",1900-2023,"Book, Book/Illustrated",15.701631546020508,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-664431822-t
9781488621314,230458930,"Australian Signpost Maths :  NSW /  Alan McSeveny, Diane McSeveny-Foster, Erika Johnson, Alan Parker, Rachel McSeveny","McSeveny, Alan",1900-2023,"Book, Book/Illustrated",15.701631546020508,very relevant,url,restricted,https://nla.gov.au/nla.obj-664431013
9781488621321,230458930,"Australian Signpost Maths :  NSW /  Alan McSeveny, Diane McSeveny-Foster, Erika Johnson, Alan Parker, Rachel McSeveny","McSeveny, Alan",1900-2023,"Book, Book/Illustrated",15.701631546020508,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-664431822-t
9781488621321,230458930,"Australian Signpost Maths :  NSW /  Alan McSeveny, Diane McSeveny-Foster, Erika Johnson, Alan Parker, Rachel McSeveny","McSeveny, Alan",1900-2023,"Book, Book/Illustrated",15.701631546020508,very relevant,url,restricted,https://nla.gov.au/nla.obj-664431013
9781743305799,34095895,Strategies to achieve reading success,"Adcock, Deborah",2000-2013,"Book, Book/Illustrated",12.33508586883545,very relevant,,,
9781743305591,28579087,Comprehensive assessment of reading strategies,"Adcock, Deborah",1999-2013,"Book, Book/Illustrated",9.114736557006836,very relevant,,,
9780804845588,153552786,"Beginning Japanese workbook / Michael L. Kluemper, Lisa Berkson, Nathon Patton, and Nobuko Patton","Kluemper, Michael L",2010-2016,"Book, Book/Illustrated",8.119243621826172,very relevant,,,
9780804845588,209468846,Beginning japanese,,2016,Book,6.0044403076171875,very relevant,,,
9781692746056,,,,,,,,,,
9781488615054,37732387,"Pearson science. / [Rochelle Manners and 7 others ; literacy consultant, Kristina Love]","Rickard, Greg",2011-2018,"Book, Book/Illustrated",16.819076538085938,very relevant,,,
9781488615054,217282434,"Pearson science A.B. 7 :  Australian curriculum /  authors : Greg Rickard, [and seven others]","Rickard, Greg",2016-2017,"Book/Illustrated, Book",7.884276390075684,very relevant,,,
9781488615054,165776074,Pearson science. Greg Linstead ... [et al],"Linstead, Greg",2012-2017,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,
9781488615054,261041538,"Pearson science :  Australian curriculum /  [authors, Greg Rickard, Jacinta Devlin, Greg Linstead, David Madden, Malcolm Parsons, Lana Salfinger, Maggie Spenceley, contributing authors, Galit Dresden, Bryony Lowe]","Rickard, Greg",2017,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,
9781488615054,229003638,Pearson science 7 : activity book : Australian curriculum,,2016,"Book/Illustrated, Book",6.0044403076171875,very relevant,,,
9781876209902,16789998,Touche!. prez de chez moi / Judy Comley,"Comley, Judy, 1946-",2001-2009,"Book, Book/Illustrated",10.823433876037598,very relevant,,,
9781876209902,189726266,Touche! : Pres de chez moi 1 : workbook / Judy Comley,"Comley, Judy",2002-2009,"Book/Illustrated, Book",8.119243621826172,very relevant,,,
9780517588376,,,,,,,,,,
9781458650412,211391380,"Focus on English. a language, literature and literacy course / Rex Sadler, Sandra Sadler, Viv Winter","Sadler, R. K. (Rex Kevin)",2015-2017,"Book/Illustrated, Book",9.286694526672363,very relevant,,,
9781458650412,195721646,Focus on English 7,Rex Sadler,2015,"Book/Illustrated, Book",7.070510387420654,very relevant,,,
9781558332881,,,,,,,,,,
9789814779098,225896196,"Cook with Ami : plan, cook, enjoy : Japanese home-style dishes for family & friends / Ami Yamashita","Yamashita, Ami",2017,"Book, Book/Illustrated",6.0044403076171875,very relevant,,,
9780190319342,235542457,Australian student's Oxford dictionary :  the future of Australian English /  edited by Mark Gwynn and Amanda Laugesen ; grammar and reference guide written by Margaret McKenzie and Susan Leslie,"Leslie, Susan",2019-2020,"Book, Book/Illustrated",8.746767044067383,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2975470049-t
9780190319342,235542457,Australian student's Oxford dictionary :  the future of Australian English /  edited by Mark Gwynn and Amanda Laugesen ; grammar and reference guide written by Margaret McKenzie and Susan Leslie,"Leslie, Susan",2019-2020,"Book, Book/Illustrated",8.746767044067383,very relevant,url,restricted,https://nla.gov.au/nla.obj-2975470049
9780782723441,,,,,,,,,,
9780730372837,238034645,Jacaranda Humanities Alive 7 VC 2E,"Darlington, Robert",2020,"Book, Book/Illustrated",9.286694526672363,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3337203432-t
9780730372837,238034645,Jacaranda Humanities Alive 7 VC 2E,"Darlington, Robert",2020,"Book, Book/Illustrated",9.286694526672363,very relevant,url,restricted,https://nla.gov.au/nla.obj-3337203432
9781743314838,204707749,The boy with two lives /  Abbas Kazerooni,"Kazerooni, Abbas,  1978-",2015-2016,"Book, Book/Illustrated, Book/Large print",13.219898223876953,very relevant,,,
9781743314838,193466669,The boy with two lives / Abbas Kazerooni,"Kazerooni, Abbas",2015,Book,9.114736557006836,very relevant,url,restricted,http://openlibrary.org/books/OL33501164M
9781411479876,488249,Hamlet,"Shakespeare, William, 1564-1616",1200-2025,"Book, Book/Illustrated, Audio book, Microform, Book/Large print",17.93963623046875,very relevant,url,thumbnail,https://library.biblioboard.com/ext/api/media/80587dc0-b8cc-48db-9b31-24ae7eec34a8/assets/thumbnail.jpg
9781411479876,488249,Hamlet,"Shakespeare, William, 1564-1616",1200-2025,"Book, Book/Illustrated, Audio book, Microform, Book/Large print",17.93963623046875,very relevant,url,restricted,http://www.contentreserve.com/TitleInfo.asp?ID={DF120D50-D7DF-4277-B119-FF9E2720D79B}&Format=50
9780170411813,225100374,"Digital technologies for the Australian curriculum :  a project-based approach /  David Grover, Seven Vinton","Grover, David",2017,"Book/Illustrated, Book",8.548882484436035,very relevant,,,
9780170411813,260232962,Digital technologies for the Australian curriculum :  a project-based approach years 7 and 8 /  David Grover ; Seven Vinton,"Grover, David",2017,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,
9780170393720,8428901,"Tapis volant /  Jane Zemiro, Alan Chamberlain","Zemiro, Jane",1995-2025,"Book, Book/Illustrated, Sound, Sound/Other sound, Video",22.464372634887695,very relevant,url,restricted,http://openlibrary.org/books/OL35713534M
9781876209520,10068927,Bagus sekali!,"Cartwright, Kim",2000-2009,"Book, Book/Illustrated, Sound, Sound/Other sound",13.069032669067383,very relevant,url,restricted,http://openlibrary.org/books/OL27019726M
9781876209513,10068927,Bagus sekali!,"Cartwright, Kim",2000-2009,"Book, Book/Illustrated, Sound, Sound/Other sound",13.069032669067383,very relevant,url,restricted,http://openlibrary.org/books/OL27019726M
9781481486767,,,,,,,,,,
9781742619910,193441601,Macquarie budget dictionary,,2014,Book,6.3984904289245605,very relevant,,,
9781876739072,6711532,"Ni hao 1 /  by Shumang Fredlein, Paul Fredlein","Fredlein, Shumang",1991-2011,"Book, Book/Illustrated",10.45471477508545,very relevant,,,
9781876739072,17591741,"Ni hao 1 : Chinese language course, introductory level / by Shumang Fredlein, Paul Fredlein","Fredlein, Shumang",1991-2016,"Book, Book/Illustrated",9.286694526672363,very relevant,url,restricted,http://openlibrary.org/books/OL22999833M
9781876739072,10439419,"Ni hao 1 : student workbook introductory level = Ni hao / by Shumang Fredlein, Paul Fredlein","Fredlein, Shumang",2001-2017,"Book/Illustrated, Book",7.36301851272583,very relevant,url,restricted,http://downloads.chinasoft.com.au
9781118948477,193386673,Adventures in Arduino /  Becky Stewart,"Stewart, Becky",2015,"Book, Book/Illustrated",10.324828147888184,very relevant,url,restricted,http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=981352
9780190308285,191119468,"MyMaths 7 / Jennifer Nolan, Melanie Koetsveld, Sonja Stambulic, Robert Bell","Nolan, Jennifer",2014-2016,"Book, Book/Illustrated",9.763036727905273,very relevant,,,
9780190308322,191119467,"My maths 8 /  authors: Jennifer Nolan, Melanie Koetsveld, Sonja Stambulic, Robert Bell","Nolan, Jennifer",2015-2016,"Book, Book/Illustrated",9.286694526672363,very relevant,,,
9780141359410,5756946,Chinese Cinderella : the secret story of an unwanted daughter / Adeline Yen Mah,"Mah, Adeline Yen, 1937-",1999-2023,"Book, Book/Illustrated, Audio book, Book/Braille, Article/Working paper",20.609861373901367,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-349531704-t
9780141359410,5756946,Chinese Cinderella : the secret story of an unwanted daughter / Adeline Yen Mah,"Mah, Adeline Yen, 1937-",1999-2023,"Book, Book/Illustrated, Audio book, Book/Braille, Article/Working paper",20.609861373901367,very relevant,url,restricted,https://nla.gov.au/nla.obj-349531704
9781907127281,153910357,"A midsummer night's dream :  the graphic novel : original text /  [based on the play by] William Shakespeare ; script adaptation, John McDonald ; characters & artwork, Jason Cardy & Kat Nicholson ; editor in chief, Clive Bryant","McDonald, John",2011-2012,"Book, Book/Illustrated",8.935046195983887,very relevant,,,
9780007141425,190834677,The giver /  Lois Lowry,"Lowry, Lois",1993-2025,"Book, Book/Illustrated, Audio book, Government publication, Book/Large print",18.050540924072266,very relevant,url,thumbnail,http://images.contentreserve.com/ImageType-200/0874-1/%7B2285E357-9DD5-44B9-9DAB-AE6611BAFDC8%7DImg200.jpg
9780007141425,190834677,The giver /  Lois Lowry,"Lowry, Lois",1993-2025,"Book, Book/Illustrated, Audio book, Government publication, Book/Large print",18.050540924072266,very relevant,url,restricted,http://hoodcolib.lib.overdrive.com/ContentDetails.htm?ID=66874492-3F83-4F66-A3B0-354D0D8D5A78
9780007141425,31891724,The giver /  Lois Lowry,"Lowry, Lois",1993-2014,"Book, Audio book, Book/Illustrated, Sound, Sound/Recorded music",16.188570022583008,very relevant,url,restricted,http://openlibrary.org/books/OL24950859M
9780932416353,248527051,Geōgraphia tēs Helladas :  A geography of Greece /  by Theodore C. Papaloizos,"Papaloizos, Theodore C.,  1923-2021",1986,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,
9781785583575,230512578,How to blitz! beginner theory : perfect preparation for any theory syllabus in the UK / by Samantha Coates,"Coates, Samantha",2016,"Book/Illustrated, Book",6.0044403076171875,very relevant,,,
9781441175410,36720909,America's film legacy :  the authoritative guide to the landmark movies in the National Film Registry /  Daniel Eagan,"Eagan, Daniel",2009-2010,"Book, Book/Illustrated",9.91048812866211,very relevant,url,restricted,http://openlibrary.org/books/OL24022746M
9780730362616,,,,,,,,,,
9780198603276,6836891,"The pocket Oxford Greek dictionary :  Greek-English, English-Greek /  compiled by J.T. Pring","Pring, Julian T. (Julian Talbot)",1995-2000,"Book, Government publication",12.834980964660645,very relevant,url,restricted,http://catdir.loc.gov/catdir/enhancements/fy0611/2001268021-t.html
9780732979966,33876783,My alphabet scrapbook for New South Wales,"Curtis, Neil,1950-2006",2001,"Book/Illustrated, Book",7.36301851272583,very relevant,,,
9789607914385,154106892,Communicate in Greek for beginners / Kleanthes & Frosso Arvanitakis,"Arvanitakēs, Kleanthēs",2010-2012,"Book, Book/Illustrated, Sound, Sound/Other sound",8.746767044067383,very relevant,url,restricted,http://openlibrary.org/books/OL39203247M
9780730348573,7501049,"Science quest. Graeme Lofts, Merrin J. Evergreen","Lofts, Graeme",1996-2021,"Book, Book/Illustrated, Book/Braille",21.20689582824707,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3340424253-t
9780730348573,7501049,"Science quest. Graeme Lofts, Merrin J. Evergreen","Lofts, Graeme",1996-2021,"Book, Book/Illustrated, Book/Braille",21.20689582824707,very relevant,url,restricted,https://nla.gov.au/nla.obj-3340424320
9780730389422,209607259,Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E,"Chapman, Stephen",2009-2023,"Book, Book/Illustrated",11.783647537231445,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3346908557-t
9780730389422,209607259,Jacaranda Key Concepts in Victorian Certificate of Education Business Management Units 1 and 2 7E,"Chapman, Stephen",2009-2023,"Book, Book/Illustrated",11.783647537231445,very relevant,url,restricted,https://nla.gov.au/nla.obj-3346908557
9780730389422,245993947,"Key concepts in VCE business management. Stephen Chapman, Vlad Dumovic, Helen Rabenda, Matt Richardson, Graeme Smithies",Stephen Chapman,2014,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,
9780730382133,37164263,"Macquarie pocket dictionary /  Susan Butler, executive editor ; Alison Moore, general editor","Butler, Susan",2010-2020,"Book, Book/Illustrated",10.940078735351562,very relevant,,,
9780730382133,38845438,"Macquarie pocket thesaurus /  general editors : Richard Tardif, Susan Butler","Butler, Susan,  1948-",2010,Book,9.114736557006836,very relevant,,,
9780730382133,237429165,Macquarie Pocket Dictionary 5E,Macquarie Staff,2019,Book,6.0044403076171875,very relevant,,,
9780730382133,246481332,Macquarie Pocket Dictionary + Thesaurus 5E / Macquarie,Macquarie,2019,Book,6.0044403076171875,very relevant,,,
9780380807345,11209433,Coraline /  Neil Gaiman ; illustrated by Chris Riddell,"Gaiman, Neil",2002-2023,"Book, Book/Illustrated, Audio book, Book/Large print, Conference Proceedings",22.510358810424805,very relevant,url,restricted,http://openlibrary.org/books/OL18665703M
9780190306861,207307691,Oxford science 7 : Victorian curriculum / Helen Silvester,"Silvester, Helen, (Science teacher)",2016-2021,"Book/Illustrated, Book",8.119243621826172,very relevant,,,
9780975835807,20280033,Science student's practical exercise book / Francis Pereira,"Pereira, Francis",2006,Book,6.0044403076171875,very relevant,,,
9781108772716,209427727,"Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer","Greenwood, David Michael, 1970-",2016-2024,"Book/Illustrated, Book",10.703790664672852,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2899714736-t
9781108772716,209427727,"Essential mathematics for the Victorian Curriculum /  David Greenwood, Sara Woolley, Jenny Goodman, Jennifer Vaughan, Stuart Palmer","Greenwood, David Michael, 1970-",2016-2024,"Book/Illustrated, Book",10.703790664672852,very relevant,url,restricted,https://nla.gov.au/nla.obj-2899714736
9781108772716,235592960,Essential Mathematics for the Victorian Curriculum Year 8 Second Edition : print bundle (textbook and hotmaths) / Cambridge University Press,,2019,Book,6.0044403076171875,very relevant,,,
9781108772716,238730357,Essential Mathematics for the Victorian Curriculum Year 8,"Greenwood, David Michael, 1970-",2019,Book,6.0044403076171875,very relevant,,,
9780435121006,18143035,The enchanted island :  stories from Shakespeare /  Ian Serraillier ; illustrated by Peter Farmer,"Serraillier, Ian",1964-1981,"Book, Book/Illustrated, Audio book, Book/Braille",9.286694526672363,very relevant,url,restricted,http://openlibrary.org/books/OL22601186M
9780435121006,10816806,The enchanted island [Ian Serraillier],"Serraillier, Ian",1900-1991,"Book, Book/Illustrated, Audio book, Book/Braille",6.751034259796143,very relevant,,,
9798708474995,,,,,,,,,,
9780140366204,7010481,The cay /  Theodore Taylor,"Taylor, Theodore, 1922-",1900-2015,"Book, Audio book, Book/Illustrated, Book/Braille, Book/Large print",15.548685073852539,very relevant,url,restricted,http://openlibrary.org/books/OL5683577M
9780140366204,28851402,[Aboriginal reconciliation],Council for Aboriginal Reconciliation (Australia),1991-1996,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,
9780987215925,245287093,How to write what you want to say ... in the secondary years : a guide for secondary students who know what they want  to say but can't find the words / Patricia Hipwell,"Hipwell, Patricia",2020,Book,9.763036727905273,very relevant,,,
9780195528046,38033401,"English skills builder / Mary Manning, Margaret McKenzie, Michael Horne","Manning, Mary",2010-2015,"Book, Book/Illustrated",10.45471477508545,very relevant,url,restricted,http://www.oxforddigital.com.au
