ISBN,trove_id,title,author,issued,type,relevance_score,relevance_value,identifier_type,identifier_linktype,identifier_value
9788121922470,,,,,,,,,,
9780316556347,229882769,Circe /  Madeline Miller,"Miller, Madeline",2018-2024,"Book, Audio book, Book/Large print, Book/Illustrated",23.800384521484375,very relevant,url,restricted,http://link.overdrive.com/?websiteID=62&titleID=3758478
9780316556347,230479639,Circe :  a novel /  Madeline Miller,"Miller, Madeline",2018,"Book, Audio book, Book/Illustrated, Book/Large print",10.053027153015137,very relevant,url,thumbnail,https://images.yourcloudlibrary.com/delivery/img?type=DOCUMENTIMAGE&documentID=pwv29r9&size=MEDIUM
9780316556347,230479639,Circe :  a novel /  Madeline Miller,"Miller, Madeline",2018,"Book, Audio book, Book/Illustrated, Book/Large print",10.053027153015137,very relevant,url,restricted,https://www.overdrive.com/search?q=69075C11-F791-430F-8DEB-62ACC5E349F5
9780749399276,17050470,"Marcovaldo :  or, the seasons in the city /  Italo Calvino ; translated from the Italian by William Weaver","Calvino, Italo",1966-2024,"Book, Audio book, Book/Illustrated",13.787302017211914,very relevant,url,restricted,http://openlibrary.org/books/OL8889519M
9780143785750,235459886,The yield / Tara June Winch,"Winch, Tara June",1900-2023,"Book, Audio book, Book/Illustrated, Book/Large print",23.55261993408203,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-1314563936-t
9780143785750,235459886,The yield / Tara June Winch,"Winch, Tara June",1900-2023,"Book, Audio book, Book/Illustrated, Book/Large print",23.55261993408203,very relevant,url,restricted,https://stfranciscollege.softlinkhosting.com.au:443/liberty/OpacLogin?mode=BASIC&openDetail=true&corporation=StFrancisCollege&action=search&queryTerm=uuid%3D%226aa2a5fe0a0200f01f70e5eb000f0d99%22&operator=OR&url=%2Fopac%2Fsearch.do
9780970181671,,,,,,,,,,
9781108760379,,,,,,,,,,
9781108707374,229006230,Panorama francophone. Danièle Bourdais and Sue Finnie,"Bourdais, Danièle",2014-2019,"Book, Book/Illustrated",6.751034259796143,very relevant,,,
9781108720359,,,,,,,,,,
9781108704908,,,,,,,,,,
9781107615489,27703688,Hamlet / William Shakespeare,"Shakespeare, William, 1564-1616",1603-2020,"Book, Book/Illustrated, Audio book, Video, Microform",14.785526275634766,very relevant,url,restricted,http://www.contentreserve.com/TitleInfo.asp?ID={32B96A0C-32C4-4393-8C3C-498835883900}&Format=610
9781107615489,3068643,Hamlet /  edited by Richard Andrews,"Shakespeare, William, 1564-1616",1773-2018,"Book, Book/Illustrated",12.066633224487305,very relevant,url,restricted,http://openlibrary.org/books/OL25387040M
9781925485820,229031809,Cate Kennedy's like a house on fire /  Cate Kennedy ; [text guide by Anica Boulanger-Mashberg],"Boulanger-Mashberg, Anica",2017,Book,8.340190887451172,very relevant,,,
9781922243119,186334556,All about Eve : Dir. Joseph Mankiewicz / Virginia Lee,"Lee, Virginia",2013,Book,7.884276390075684,very relevant,,,
9781922243119,199970720,All about Eve,"Mankiewicz, Joseph L.",1950-2014,"Book, Audio book",7.633111000061035,very relevant,url,restricted,https://www.overdrive.com/search?q=FCDEEB92-7C95-4E21-B035-60C2958AC108
9781922243119,256379870,All about eve  insight text guide,Various,2024,Book,6.3984904289245605,very relevant,,,
9781922243119,236385345,"All about Eve, Joseph Mankiewicz / insight text guide Virginia Lee","Lee, Virginia",2013,Book,6.0044403076171875,very relevant,url,unknown,http://www.imdb.com/title/tt0042192/?ref_=nv_sr_1
9781925485707,228242038,Dir. Alfred Hitchcock's Rear Window :  text guide /  by Virginia Lee,"Lee, Virginia",2017,Book,8.119243621826172,very relevant,url,restricted,https://library.gordontafe.edu.au:443/liberty3/OpacLogin?mode=BASIC&openDetail=true&corporation=default_corp&action=search&queryTerm=uuid%3D%228fc00a85cb01ef29464bf7e40004d703%22&operator=OR&url=%2Fopac%2Fsearch.do
9781925485707,235260395,Alfred Hitchcock's Rear Window / Virginia Lee,"Lee, Virginia",2017,Book,7.070510387420654,very relevant,,,
9780702234712,30471771,Smoke encrypted whispers /  Samuel Wagan Watson,"Watson, Samuel Wagan,  1972-",2004-2024,"Book, Government publication, Book/Illustrated",16.775800704956055,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3335106157-t
9780702234712,30471771,Smoke encrypted whispers /  Samuel Wagan Watson,"Watson, Samuel Wagan,  1972-",2004-2024,"Book, Government publication, Book/Illustrated",16.775800704956055,very relevant,url,restricted,http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=481962
9780571212460,33830394,The shape of things /  Neil LaBute,"LaBute, Neil",2001-2017,"Book, Book/Illustrated",9.763036727905273,very relevant,url,restricted,http://openlibrary.org/books/OL3754893M
9780099594024,211841853,Hag-seed :  The tempest retold /  Margaret Atwood,"Atwood, Margaret,  1939-",1900-2022,"Book, Audio book, Book/Large print",21.38074493408203,very relevant,url,thumbnail,https://img1.od-cdn.com/ImageType-200/1191-1/%7B52E2235E-C8FB-4219-B5CE-B482202A41DF%7DImg200.jpg
9780099594024,211841853,Hag-seed :  The tempest retold /  Margaret Atwood,"Atwood, Margaret,  1939-",1900-2022,"Book, Audio book, Book/Large print",21.38074493408203,very relevant,url,restricted,http://ebook.3m.com/library/carvercountylibrary-document_id-k3oppg9
9780099594024,228174134,Hag-seed : William Shakespeare's The tempest retold / Margaret Atwood,"Atwood, Margaret, 1939-",2017,Book,7.884276390075684,very relevant,url,restricted,http://openlibrary.org/books/OL38219326M
9780413492708,7851641,Mother Courage and her children / Bertolt Brecht ; translated from the German by John Willett ; with commentary and notes by Hugh Rorrison,"Brecht, Bertolt,  1898-1956",1900-2022,"Book, Book/Illustrated, Book/Braille, Audio book",18.786117553710938,very relevant,url,restricted,http://openlibrary.org/books/OL15013281M
9783600131398,,,,,,,,,,
9781864782196,35385192,Physics VCE units 1 & 2 : Neap smartstudy revision and exam guide / Eddy de Jong,"De Jong, E. J. (Eddy J.), 1949-",2009,"Book/Illustrated, Book",7.070510387420654,very relevant,,,
9781864782196,224149096,Physics units 1 & 2 : Neap smartstudy questions / Eddy de Jong,"De Jong, Eddy",2015,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,
9780198321088,2941594,Othello / William Shakespeare,"Shakespeare, William, 1564-1616",1622-2025,"Book, Book/Illustrated, Microform, Audio book, Book/Braille",26.136974334716797,very relevant,url,thumbnail,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE21642126
9780198321088,2941594,Othello / William Shakespeare,"Shakespeare, William, 1564-1616",1622-2025,"Book, Book/Illustrated, Microform, Audio book, Book/Braille",26.136974334716797,very relevant,url,restricted,http://catdir.loc.gov/catdir/enhancements/fy0659/2006276059-t.html
9780198321088,7668874,"Othello /  William Shakespeare, Shane Barnes, Aidan Coleman","Shakespeare, William,  1564-1616",1962-2018,"Book, Book/Illustrated, Audio book",13.510377883911133,very relevant,url,restricted,http://openlibrary.org/books/OL34373081M
9780198321088,799509,Othello,"Shakespeare, William, 1564-1616",1681-2019,"Book, Book/Illustrated, Audio book",11.974014282226562,very relevant,url,restricted,http://openlibrary.org/books/OL26455407M
9780198328704,2915163,Hamlet / William Shakespeare,"Shakespeare, William, 1564-1616",1603-2025,"Book, Book/Illustrated, Microform, Audio book, Book/Large print",29.745086669921875,very relevant,url,thumbnail,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE22053893
9780198328704,2915163,Hamlet / William Shakespeare,"Shakespeare, William, 1564-1616",1603-2025,"Book, Book/Illustrated, Microform, Audio book, Book/Large print",29.745086669921875,very relevant,url,restricted,http://openlibrary.org/books/OL14005435M
9780198328704,35735411,Hamlet / edited by G.R. Hibbard,"Shakespeare, William, 1564-1616",1892-2017,"Book, Book/Illustrated, Audio book",11.379989624023438,very relevant,url,restricted,http://www.contentreserve.com/TitleInfo.asp?ID={BFB3A53D-15A7-4216-9233-E22166DCEF34}&Format=25
9781107567573,193450630,"Further mathematics : units 3 & 4 : Cambridge senior mathematics Australian curriculum/VCE / Peter Jones, Michael Evans, Kay Lipson, Kyle Staggard","Jones, Peter, 1943-",2015-2016,"Book, Book/Illustrated",7.884276390075684,very relevant,,,
9781590171998,13763546,Stoner / John Williams ; with an introduction by John McGahern,"Williams, John Edward,  1922-1994",1900-2023,"Book, Audio book, Book/Large print",19.049488067626953,very relevant,url,restricted,https://www.overdrive.com/search?q=36228BCF-C1B9-4992-8C46-6AA62623EB90
9780571209132,16606274,An artist of the floating world / Kazuo Ishiguro,"Ishiguro, Kazuo, 1954-",1900-2023,"Book, Audio book, Book/Large print",20.14023780822754,very relevant,url,restricted,http://ebooks.kcls.org/ContentDetails.htm?ID=5C98F78E-2B10-4C6D-BCF1-E8C28EDE3473
9780099462217,7506833,The longest memory / Fred D'Aguiar,"D'Aguiar, Fred, 1960-",1900-2017,"Book, Audio book, Book/Braille",13.510377883911133,very relevant,url,restricted,http://openlibrary.org/books/OL1103280M
9788409171965,,,,,,,,,,
9780063074293,250352286,Collins Spanish dictionary,,2020,"Book/Illustrated, Book",7.070510387420654,very relevant,,,
9780316243926,175713019,Burial rites /  Hannah Kent,"Kent, Hannah,  1985-",1900-2023,"Book, Audio book, Book/Illustrated, Book/Large print, Microform",22.91271209716797,very relevant,url,restricted,http://rbdigital.oneclickdigital.com
9780316243926,179833675,Burial rites : a novel / Hannah Kent,"Kent, Hannah, 1985-",2013-2014,"Book, Book/Illustrated, Book/Large print, Audio book",14.609905242919922,very relevant,url,restricted,http://openlibrary.org/books/OL26247293M
9780141184357,32591710,Cat on a hot tin roof ; The milk train doesn't stop here anymore ; The night of the iguana / Tennessee Williams,"Williams, Tennessee, 1911-1983",1976-2001,Book,10.45471477508545,very relevant,,,
9780141184357,247961056,Cat on a Hot Tin Roof; Milk Train Doesn't Stop Here Anymore; Night   of the Iguana,"Williams, Tennessee, 1911-1983",2002,Book,6.0044403076171875,very relevant,,,
9780143180128,6616835,The Penguin Henry Lawson short stories / edited with an introduction by John Barnes,"Lawson, Henry, 1867-1922",1986-2009,"Book, Audio book, Book/Braille",18.013748168945312,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-349453020-t
9780143180128,6616835,The Penguin Henry Lawson short stories / edited with an introduction by John Barnes,"Lawson, Henry, 1867-1922",1986-2009,"Book, Audio book, Book/Braille",18.013748168945312,very relevant,url,restricted,https://nla.gov.au/nla.obj-349453020
9780140278774,14332371,Nineteen eighty-four / George Orwell,"Orwell, George, 1903-1950",1900-2022,"Book, Audio book, Book/Illustrated, Book/Large print, Book/Braille",27.02193260192871,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-1360928849-t
9780140278774,14332371,Nineteen eighty-four / George Orwell,"Orwell, George, 1903-1950",1900-2022,"Book, Audio book, Book/Illustrated, Book/Large print, Book/Braille",27.02193260192871,very relevant,url,restricted,http://openlibrary.org/books/OL21733390M
9780140278774,6807377,Nineteen eighty-four /  George Orwell,"Orwell, George,  1903-1950",1949-2025,"Book, Audio book, Book/Illustrated",19.209867477416992,very relevant,url,restricted,http://openlibrary.org/books/OL34854896M
9781250094674,192093497,The anchoress /  Robyn Cadwallader,"Cadwallader, Robyn",1900-2016,"Book, Audio book, Book/Large print, Book/Illustrated",18.050540924072266,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-601452060-t
9781250094674,192093497,The anchoress /  Robyn Cadwallader,"Cadwallader, Robyn",1900-2016,"Book, Audio book, Book/Large print, Book/Illustrated",18.050540924072266,very relevant,url,restricted,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/productDetail.html?productId=BOL_111343&b2iSite=1505&preview=no
9780143129516,10418730,One flew over the cuckoo's nest /  Ken Kesey,"Kesey, Ken",1962-2025,"Book, Book/Illustrated, Audio book, Book/Braille, Sound",21.997943878173828,very relevant,url,restricted,http://openlibrary.org/books/OL3951841M
9780143129516,37085465,One flew over the cuckoo's nest /  Ken Kesey ; with illustrations and an introduction by the author,"Kesey, Ken",1973-2016,"Book, Book/Illustrated",9.91048812866211,very relevant,url,restricted,http://openlibrary.org/books/OL26417659M
9781316422984,193466706,"General mathematics : units 1 & 2 : Cambridge senior mathematics Australian curriculum/VCE / Peter Jones, Kay Lipson, David Main, Barbara Tulloch, Kyle Staggard","Jones, Peter, 1943-",2015,"Book, Book/Illustrated",9.610252380371094,very relevant,,,
9780868198071,32016881,Boy overboard :  the play /  adapted by Patricia Cornelius ; from the novel by Morris Gleitzman,"Cornelius, Patricia",2007-2025,"Book, Book/Illustrated, Audio book",13.580820083618164,very relevant,url,restricted,http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=916343
9780868190389,5810985,The removalists / David Williamson,"Williamson, David, 1942 February 24-",1900-2013,"Book, Book/Illustrated, Audio book, Book/Braille",16.282073974609375,very relevant,url,restricted,http://www.contentreserve.com/TitleInfo.asp?ID={74D8E684-D8A2-45D2-8185-A543E40C8126}&Format=410
9780868190389,18524960,"David Williamson's The removalists / with notes on authority & violence past & present by Ian Turner, Frank Galbally and Kerry Milte ; further comment by Bruce Petty ; director's notes by John Bell ; edited by Sylvia Lawson ; with illustrations by Robert Walker from the Harry M. Miller Attractions production","Williamson, David, 1942 February 24-",1900-2023,"Book, Book/Illustrated, Audio book, Book/Braille",12.590726852416992,very relevant,url,restricted,http://openlibrary.org/books/OL20431165M
9780868190075,9696156,Norm and Ahmed :  Rooted ; The Roy Murphy show /  Alexander Buzo,"Buzo, Alexander,  1944-2006",1973-2003,"Book, Book/Illustrated",11.165064811706543,very relevant,,,
9780868190075,256197861,Norm and Ahmed ; Rooted ; The Roy Murphy show / Alexander Buzo,"Buzo, Alexander, 1944-",1973-1977,"Book/Illustrated, Book",7.070510387420654,very relevant,,,
9780868198828,37913111,Shafana and Aunt Sarrinah :  soft revolution /  Alana Valentine,"Valentine, Alana,  1961-",2010-2023,"Book, Book/Illustrated",13.366936683654785,very relevant,url,restricted,http://gosford.lib.overdrive.com/ContentDetails.htm?ID=1C30553A-384A-471E-B641-63C037517CE0
9781925005141,81102155,Neighbourhood watch /  Lally Katz,"Katz, Lally",1900-2022,"Book, Book/Illustrated, Conference Proceedings",12.834980964660645,very relevant,url,restricted,http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=e000xna&AN=1453610
9780868197975,9065377,Stolen /  Jane Harrison,"Harrison, Jane,  1960-",1998-2022,"Book, Book/Illustrated, Audio book, Book/Braille, Conference Proceedings",18.98444366455078,very relevant,url,restricted,http://qut.eblib.com.au/patron/FullRecord.aspx?p=1865226
9780868197975,230191618,Stolen (CTS),"Harrison, Jane",2006,Book,6.3984904289245605,very relevant,,,
9781760621834,189372977,Jump for Jordan /  Donna Abela,"Abela, Donna",1900-2022,"Book, Book/Illustrated, Conference Proceedings",13.510377883911133,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3171845060-t
9781760621834,189372977,Jump for Jordan /  Donna Abela,"Abela, Donna",1900-2022,"Book, Book/Illustrated, Conference Proceedings",13.510377883911133,very relevant,url,restricted,https://samples.overdrive.com/jump-for-jordan?.epub-sample.overdrive.com
9780863158186,156592533,"Mathematics in nature, space and time / John Blackwood","Blackwood, John (John A.)",2006-2019,"Book/Illustrated, Book",7.633111000061035,very relevant,,,
9780571199952,6600160,The world's wife :  poems /  Carol Ann Duffy,"Duffy, Carol Ann",1999-2024,"Book, Audio book",9.286694526672363,very relevant,url,restricted,http://www.contentreserve.com/TitleInfo.asp?ID={A604B848-50CB-418B-9308-60BD996CEDF5}&Format=410
9781473221628,5985652,The left hand of darkness [Ursula K. Le Guin],"Le Guin, Ursula K., 1929-2018",1969-2019,"Book, Audio book, Book/Illustrated",19.82185935974121,very relevant,url,restricted,http://openlibrary.org/books/OL58914343M
9780007548675,185167264,All the light we cannot see :  a novel /  Anthony Doerr,"Doerr, Anthony,  1973-",1900-2023,"Book, Audio book, Book/Large print, Book/Illustrated, Book/Braille",26.35506248474121,very relevant,url,thumbnail,http://images.contentreserve.com/ImageType-200/5054-1/%7BA42E554F-6265-4426-A129-47FEDE1EBC99%7DImg200.jpg
9780007548675,185167264,All the light we cannot see :  a novel /  Anthony Doerr,"Doerr, Anthony,  1973-",1900-2023,"Book, Audio book, Book/Large print, Book/Illustrated, Book/Braille",26.35506248474121,very relevant,url,restricted,http://eds.wheelers.co
9780375725845,33904426,Perfume : the story of a murderer / Patrick Süskind ; translated from the German by John E. Woods,"Süskind, Patrick",1900-2025,"Book, Audio book, Book/Large print, Book/Illustrated, Book/Braille",19.880651473999023,very relevant,url,restricted,http://openlibrary.org/books/OL23063179M
9780140623673,,,,,,,,,,
9780573130137,6743158,Top girls /  Caryl Churchill,"Churchill, Caryl",1982-2019,"Book, Book/Illustrated, Audio book",13.580820083618164,very relevant,url,restricted,http://site.ebrary.com/id/10735329
9780573130137,182015258,Top girls : a play / Caryl Churchill,"Churchill, Caryl",1982,Book,6.3984904289245605,very relevant,,,
9780571229116,2829125,Waiting for Godot / Samuel Beckett ; preface by Mary Bryden,"Beckett, Samuel, 1906-1989",1900-2020,"Book, Book/Illustrated, Audio book, Sound, Sound/Other sound",18.15989875793457,very relevant,url,restricted,http://openlibrary.org/books/OL22870077M
9780571229116,11018936,Waiting for Godot :  a tragicomedy in two acts /  by Samuel Beckett,"Beckett, Samuel,  1906-1989",1956-2013,"Book, Book/Illustrated, Audio book",17.15650177001953,very relevant,,,
9780143569725,6633562,Cloudstreet /  Tim Winton,"Winton, Tim,  1960-",1990-2025,"Audio book, Book, Book/Large print, Book/Illustrated, Sound",26.42668914794922,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-250621252-t
9780143569725,6633562,Cloudstreet /  Tim Winton,"Winton, Tim,  1960-",1990-2025,"Audio book, Book, Book/Large print, Book/Illustrated, Sound",26.42668914794922,very relevant,url,restricted,http://openlibrary.org/books/OL24636297M
9780571057061,6727190,Selected poems / T.S. Eliot,"Eliot, T. S. (Thomas Stearns), 1888-1965",1848-2021,"Book, Audio book, Book/Illustrated",20.663448333740234,very relevant,url,restricted,http://openlibrary.org/books/OL24946802M
9780413765000,16873396,The lieutenant of Inishmore / Martin McDonagh,"McDonagh, Martin",2001-2014,Book,10.45471477508545,very relevant,url,restricted,http://monash.hosted.exlibrisgroup.com/openurl/MUA/MONUI?u.ignore_date_coverage=true&rft.mms_id=9940446327501751
9780143785996,210347957,The boy behind the curtain / Tim Winton,"Winton, Tim, 1960-",1900-2020,"Audio book, Book",25.29239845275879,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-2996030395-t
9780143785996,210347957,The boy behind the curtain / Tim Winton,"Winton, Tim, 1960-",1900-2020,"Audio book, Book",25.29239845275879,very relevant,url,restricted,https://nla.gov.au/nla.obj-2996030395
9780143785996,229435572,Boy Behind the Curtain The,"Winton, Tim, 1960-",2017,Book,6.0044403076171875,very relevant,,,
9780679746690,12910780,Running in the family / Michael Ondaatje,"Ondaatje, Michael, 1943-",1982-2022,"Book, Book/Illustrated, Audio book",15.751873970031738,very relevant,url,restricted,http://www.contentreserve.com/TitleInfo.asp?ID={106DEFC3-8413-44DC-8AA4-84C78D36BC49}&Format=410
9780804170390,189385116,"The Laramie Project and The Laramie Project : ten years later / Moisés Kaufman, Leigh Fondakowski, Greg Pierotti, Andy Paris, and Stephen Belber","Kaufman, Moisés",2014,Book,8.548882484436035,very relevant,url,restricted,http://openlibrary.org/books/OL27545948M
9781925483574,7860378,Joe Cinque's consolation / Helen Garner,"Garner, Helen, 1942-",1900-2019,"Book, Audio book, Book/Illustrated, Book/Large print, Sound",21.20689582824707,very relevant,url,restricted,http://excerpts.cdn.overdrive.com/FormatType-410/2283-1/FE4/AC1/EF/JoeCinquesConsolation9781742623870.epub
9781925360851,230419825,Blakwork /  Alison Whittaker,"Whittaker, Alison",2018-2021,"Book, Book/Illustrated",16.904876708984375,very relevant,url,restricted,https://ebookcentral.proquest.com/lib/SLV/detail.action?docID=5581039
9781935753230,,,,,,,,,,
9780553294385,7460948,"I, robot / Isaac Asimov","Asimov, Isaac, 1920-1992",1900-2025,"Book, Audio book, Book/Illustrated, Book/Large print",18.087162017822266,very relevant,url,restricted,http://openlibrary.org/books/OL30777319M
9781408108390,17908936,The crucible /  Arthur Miller ; with commentary and notes by Susan Abbotson,"Miller, Arthur,  1915-2005",1953-2022,"Book, Book/Illustrated",11.974014282226562,very relevant,url,restricted,https://www.overdrive.com/search?q=3BDA2A51-E7C1-4527-B1F1-82C415B4B7BB
9780868194035,7507278,Cosi / Louis Nowra,"Nowra, Louis, 1950-",1900-2024,"Book, Book/Illustrated, Audio book, Book/Braille",17.073564529418945,very relevant,url,restricted,http://public.eblib.com/choice/publicfullrecord.aspx?p=1218630
9781857989380,6012864,Flowers for Algernon /  Daniel Keyes,"Keyes, Daniel",1959-2022,"Book, Audio book, Book/Illustrated, Book/Large print, Book/Braille",17.674531936645508,very relevant,url,restricted,http://openlibrary.org/books/OL26781683M
9780733632426,185088389,Foreign soil /  Maxine Beneba Clarke,"Clarke, Maxine Beneba",2014-2019,"Book, Audio book, Book/Large print, Book/Illustrated, Book/Braille",18.196012496948242,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-1020686319-t
9780733632426,185088389,Foreign soil /  Maxine Beneba Clarke,"Clarke, Maxine Beneba",2014-2019,"Book, Audio book, Book/Large print, Book/Illustrated, Book/Braille",18.196012496948242,very relevant,url,restricted,https://nla.gov.au/nla.obj-1020686319
9780679781516,5813539,Dance of the happy shades :  and other stories /  Alice Munro,"Munro, Alice, 1931-",1968-2022,"Book, Audio book",14.727510452270508,very relevant,url,restricted,http://www.loc.gov/catdir/enhancements/fy0826/98005267-t.html
9781780353449,187951802,"Nine days : (17th to 25th September 1944) : the authentic description of a glider pilot's experience at Arnhem, from take-off to his escape : a graphic, detailed, and most absorbing account / by Ronald Gibson ; illustrated by Gordon C. Power","Gibson, Ronald, 1920-1977",2012,"Book/Illustrated, Book",6.0044403076171875,very relevant,,,
9780950096797,197897322,Russian revolution : student workbook / Sara Taylor,"Taylor, Sara",2015,"Book/Illustrated, Book",8.119243621826172,very relevant,,,
9780950096780,197897316,French revolution : student workbook / Katrina Davey,"Davey, Katrina",2015,"Book/Illustrated, Book",7.070510387420654,very relevant,,,
9780980831542,202792521,American Revolution : student workbook / Natalie Shephard,"Shephard, Natalie",2015,"Book/Illustrated, Book",7.633111000061035,very relevant,,,
9780868191461,11953403,No sugar / Jack Davis,"Davis, Jack, 1917-2000",1985-2022,"Book, Book/Illustrated, Book/Braille, Conference Proceedings",20.083240509033203,very relevant,url,restricted,http://0-search.ebscohost.com.librarycatalog.vts.edu/login.aspx?direct=true&scope=site&db=nlebk&AN=848279
9781925338515,230582131,The pineapple war /  by Lachlan Philpott,"Philpott, Lachlan,  1972-",2017-2018,"Book, Book/Illustrated",8.935046195983887,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3278140164-t
9781925338515,230582131,The pineapple war /  by Lachlan Philpott,"Philpott, Lachlan,  1972-",2017-2018,"Book, Book/Illustrated",8.935046195983887,very relevant,url,restricted,https://nla.gov.au/nla.obj-3278140164
9780140422108,9739758,"John Keats, the complete poems /  edited by John Barnard","Keats, John,  1795-1821",1973-2019,"Book, Book/Illustrated, Audio book",14.900038719177246,very relevant,url,restricted,http://openlibrary.org/books/OL3486520M
9780140422108,245897250,Complete poems: keats,Keats John,1977,Book,6.751034259796143,very relevant,,,
9781594483653,26398477,The cellist of Sarajevo /  Steven Galloway,"Galloway, Steven,  1975-",2008-2018,"Audio book, Book, Book/Large print, Book/Illustrated, Book/Braille",13.719257354736328,very relevant,url,restricted,https://nls.ldls.org.uk/welcome.html?ark:/81055/vdc_100039405745.0x000001
9780868199665,169836779,Fearless / written by Mirra Todd,"Todd, Mirra",2012-2023,Book,11.053901672363281,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3173265657-t
9780868199665,169836779,Fearless / written by Mirra Todd,"Todd, Mirra",2012-2023,Book,11.053901672363281,very relevant,url,restricted,https://login.ezproxy.cbu.ca/login?url=http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&AN=1526754
9781408125755,7851641,Mother Courage and her children / Bertolt Brecht ; translated from the German by John Willett ; with commentary and notes by Hugh Rorrison,"Brecht, Bertolt,  1898-1956",1900-2022,"Book, Book/Illustrated, Book/Braille, Audio book",18.786117553710938,very relevant,url,restricted,http://openlibrary.org/books/OL15013281M
9781925534696,229435859,Year 12 Visual arts complete course notes 2018-2020 /  Madeleine Wainwright,"Wainwright, Madeleine",2018-2019,"Book, Book/Illustrated",10.940078735351562,very relevant,,,
9781925534696,248527131,"Year 12 Visual arts, complete course notes 2020-2022 /  Madeleine Wainwright","Wainwright, Madeleine",2018-2019,"Book/Illustrated, Book",7.633111000061035,very relevant,,,
9780190320416,237758556,Biology for Queensland : an Australian perspective. Jess Sautner ; series consultant Robyn Flexman,"Sautner, Jess",2019,"Book/Illustrated, Book",7.884276390075684,very relevant,,,
9780190313395,234746657,"Chemistry for queensland /  Krystle Kuipers, Paul Devlin, Martin Brabec, Philip Sharpe, Carrie Bloomfield","Kuipers, Krystle",2013-2025,"Book, Book/Illustrated",9.451655387878418,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3554031174-t
9780190313395,234746657,"Chemistry for queensland /  Krystle Kuipers, Paul Devlin, Martin Brabec, Philip Sharpe, Carrie Bloomfield","Kuipers, Krystle",2013-2025,"Book, Book/Illustrated",9.451655387878418,very relevant,url,restricted,https://nla.gov.au/nla.obj-3554031174
9780190313395,230608166,Chemistry for queensland units 1 & 2 / Krystle Kuipers (author) ; Paul Keillor (author) ; Philip Sharpe (author) ; Carrie Bloomfield (author),,2018,Book,6.3984904289245605,very relevant,,,
9781925778687,237944332,"Wesley Enoch & Deborah Mailman's The 7 stages of grieving, Fred D'Aguiar's The longest memory /  Anica Boulanger-Mashberg","Boulanger-Mashberg, Anica",2019,Book,8.548882484436035,very relevant,,,
9780190320430,237758553,Chemistry for Queensland. student workbook / Carolyn Grenen ; reviewer Philip Sharpe,"Drenen, Carolyn",2019-2020,"Book/Illustrated, Book",8.119243621826172,very relevant,url,unknown,https://library.sheridan.edu.au/cgi-bin/koha/opac-detail.pl?biblionumber=3862
9781925316827,228642467,Arthur Miller's The crucible and Geraldine Brooks' Year of wonders /  Virginia Lee,"Lee, Virginia",2016,Book,7.36301851272583,very relevant,,,
9781925228861,,,,,,,,,,
9781488695971,,,,,,,,,,
9780321940667,,,,,,,,,,
9781936569687,,,,,,,,,,
9780170449687,248551116,"Physics in focus. skills and assessment workbook / Adam Sloan, Edward Baker, Darren Goossens, Owen Hamerton","Sloan, Adam",2021,"Book/Illustrated, Book",7.36301851272583,very relevant,,,
9780170449625,248551115,"Biology in focus. skills and assessment workbook / Julie Fraser, Kirsten Prior, Evan Roberts","Fraser, Julie",2021,"Book/Illustrated, Book",8.340190887451172,very relevant,,,
9781925338966,11521845,The 7 stages of grieving /  written by Wesley Enoch and Deborah Mailman; dramaturgy by Hilary Beaton,"Enoch, Wesley,  1969-",1996-2019,"Book, Book/Illustrated",16.374374389648438,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3273621237-t
9781925338966,11521845,The 7 stages of grieving /  written by Wesley Enoch and Deborah Mailman; dramaturgy by Hilary Beaton,"Enoch, Wesley,  1969-",1996-2019,"Book, Book/Illustrated",16.374374389648438,very relevant,url,restricted,https://nla.gov.au/nla.obj-3273621237
9781925338966,253399667,The 7 Stages of Grieving : 25th Anniversary Edition,"Enoch, Wesley",2019,Book,6.0044403076171875,very relevant,,,
